company_name,scrap_time
CoreLogic,2024-12-29 22:41:27.257395+00
Crowe LLP,2024-12-29 22:41:35.492644+00
"Advanced Micro Devices, Inc",2024-12-29 22:41:42.677589+00
Flex LTD,2024-12-29 22:41:50.986792+00
NTT DATA,2024-12-29 22:41:58.152022+00
Google,2024-12-29 22:42:05.338221+00
"Signature Science, LLC",2024-12-29 22:42:12.503064+00
Infoblox,2024-12-29 22:42:19.681445+00
Flex LTD,2024-12-29 22:42:26.863367+00
Google,2024-12-29 22:42:34.04003+00
EXL Services,2024-12-29 22:42:41.204949+00
Meta,2024-12-29 22:42:48.350563+00
Apple,2024-12-29 22:42:55.521792+00
Amazon.com Services LLC,2024-12-29 22:43:02.689563+00
Google,2024-12-29 22:43:10.446653+00
Amazon.com Services LLC,2024-12-29 22:43:17.62404+00
Google,2024-12-29 22:43:24.796773+00
Accenture,2024-12-29 22:43:31.983365+00
Acrisure Innovation,2024-12-29 22:43:39.163298+00
"Trunk Tools, Inc.",2024-12-29 22:43:46.321839+00
Google,2024-12-29 22:43:53.512626+00
S&P Global,2024-12-29 22:44:00.703448+00
Accenture,2024-12-29 22:44:07.858248+00
Apple,2024-12-29 22:44:15.010814+00
Google,2024-12-29 22:44:22.183717+00
Accenture,2024-12-29 22:44:29.35276+00
Accenture,2024-12-29 22:44:36.521161+00
Mercury Financial LLC,2024-12-29 22:44:43.6819+00
Impact Networking,2024-12-29 22:44:50.846074+00
Google,2024-12-29 22:44:58.96549+00
Crowe LLP,2024-12-29 22:45:06.184522+00
Writer,2024-12-29 22:45:13.343842+00
Apple,2024-12-29 22:45:20.521446+00
Document Crunch,2024-12-29 22:45:27.684118+00
"Ambiq Micro, Inc",2024-12-29 22:45:34.854333+00
Accenture,2024-12-29 22:45:42.015665+00
Deloitte,2024-12-29 22:45:49.213264+00
DigitalOcean,2024-12-29 22:45:56.358754+00
Accenture,2024-12-29 22:46:03.530341+00
Google,2024-12-29 22:46:10.696576+00
Impact Networking,2024-12-29 22:46:17.868023+00
PRICE WATERHOUSE COOPERS,2024-12-29 22:46:25.04349+00
Crowe LLP,2024-12-29 22:46:32.202779+00
Accenture,2024-12-29 22:46:39.724842+00
Accenture,2024-12-29 22:46:46.897002+00
Accenture,2024-12-29 22:46:54.063706+00
Crowe LLP,2024-12-29 22:47:01.225682+00
Impact Networking,2024-12-29 22:47:08.389641+00
MongoDB,2024-12-29 22:47:15.541859+00
MongoDB,2024-12-29 22:47:22.726081+00
Accenture,2024-12-29 22:47:31.103186+00
Accenture,2024-12-29 22:47:38.275725+00
Accenture,2024-12-29 22:47:45.445542+00
Crowe LLP,2024-12-29 22:47:52.594262+00
Heart Hospital of Austin,2024-12-29 22:47:59.757626+00
Accenture,2024-12-29 22:48:06.910912+00
Accenture,2024-12-29 22:48:14.066344+00
Accenture,2024-12-29 22:48:21.220339+00
Google,2024-12-29 22:48:28.38985+00
Accenture,2024-12-29 22:48:35.53932+00
"Advanced Micro Devices, Inc",2024-12-29 22:48:42.709375+00
Apple,2024-12-29 22:48:49.887839+00
Poker Skill,2024-12-29 22:48:57.044165+00
"Advanced Micro Devices, Inc",2024-12-29 22:49:04.204199+00
Aedifico,2024-12-29 22:49:11.362086+00
FERROVIAL HOLDING US CORP,2024-12-29 22:49:18.531737+00
"Manifold Labs, Inc.",2024-12-29 22:49:25.699394+00
Pearson,2024-12-29 22:49:32.87537+00
Fullsteam,2024-12-29 22:49:40.043808+00
Whole Foods Market,2024-12-29 22:49:47.194278+00
"Advanced Micro Devices, Inc",2024-12-29 22:49:54.349512+00
Samsung SDS America,2024-12-29 22:50:01.51608+00
Accenture,2024-12-29 22:50:08.663347+00
Hewlett Packard,2024-12-29 22:50:15.830442+00
"Coalition, Inc.",2024-12-29 22:50:22.984491+00
Masshire North Shore Career Center,2024-12-29 22:52:50.897335+00
Citizens,2024-12-29 22:52:58.073128+00
"CoastIPC, Inc.",2024-12-29 22:53:05.238371+00
"Flagship Pioneering, Inc.",2024-12-29 22:53:12.412859+00
Coastal Windows & Exteriors,2024-12-29 22:53:19.598664+00
Acrisure,2024-12-29 22:53:26.780542+00
Thermo Fisher Scientific,2024-12-29 22:53:33.957339+00
Apple,2024-12-29 22:53:41.595707+00
HII,2024-12-29 22:53:48.767069+00
Flipped.ai,2024-12-29 22:53:55.932208+00
Paradigm Energy Services,2024-12-29 22:54:03.105178+00
HII,2024-12-29 22:54:10.280318+00
HII,2024-12-29 22:54:17.460341+00
Proton.ai,2024-12-29 22:54:24.633792+00
HII,2024-12-29 22:54:31.801183+00
Amazon.com Services LLC,2024-12-29 23:08:30.390292+00
Statsig,2024-12-29 23:08:37.549153+00
Amazon.com Services LLC,2024-12-29 23:08:44.711824+00
Amazon Kuiper Commercial Services LLC,2024-12-29 23:08:51.863464+00
Amazon Kuiper Manufacturing Enterprises LLC,2024-12-29 23:08:59.019744+00
Amazon Kuiper Commercial Services LLC,2024-12-29 23:09:06.169939+00
Amazon Kuiper Commercial Services LLC,2024-12-29 23:09:13.348383+00
Amazon Kuiper Commercial Services LLC,2024-12-29 23:09:20.515935+00
Amazon.com Services LLC,2024-12-29 23:09:27.696162+00
Statsig,2024-12-29 23:09:35.185334+00
Amazon.com Services LLC,2024-12-29 23:09:42.352311+00
Amazon Kuiper Commercial Services LLC,2024-12-29 23:09:49.515583+00
Amazon Kuiper Manufacturing Enterprises LLC,2024-12-29 23:09:59.266476+00
Amazon Kuiper Commercial Services LLC,2024-12-29 23:10:06.417446+00
Amazon Kuiper Commercial Services LLC,2024-12-29 23:10:13.579805+00
Amazon Kuiper Commercial Services LLC,2024-12-29 23:10:20.727988+00
Amazon.com Services LLC,2024-12-29 23:10:27.896173+00
Statsig,2024-12-29 23:10:35.054922+00
Amazon.com Services LLC,2024-12-29 23:10:42.213251+00
Amazon Kuiper Commercial Services LLC,2024-12-29 23:10:49.390162+00
Amazon Kuiper Manufacturing Enterprises LLC,2024-12-29 23:10:56.559417+00
Amazon Kuiper Commercial Services LLC,2024-12-29 23:11:03.733582+00
Amazon Kuiper Commercial Services LLC,2024-12-29 23:11:12.299661+00
Amazon Kuiper Commercial Services LLC,2024-12-29 23:11:19.457176+00
Amazon.com Services LLC,2024-12-29 23:11:26.619429+00
Statsig,2024-12-29 23:11:35.470038+00
Amazon.com Services LLC,2024-12-29 23:11:42.611626+00
Amazon Kuiper Commercial Services LLC,2024-12-29 23:11:49.766519+00
Amazon Kuiper Manufacturing Enterprises LLC,2024-12-29 23:11:56.927127+00
Amazon Kuiper Commercial Services LLC,2024-12-29 23:12:04.088334+00
Amazon Kuiper Commercial Services LLC,2024-12-29 23:12:11.246309+00
Amazon Kuiper Commercial Services LLC,2024-12-29 23:12:18.392902+00
Mastercard,2024-12-29 23:16:37.95418+00
"Amazon Web Services, Inc.",2024-12-29 23:16:45.150217+00
Mastercard,2024-12-29 23:16:52.296189+00
"Amazon Web Services, Inc.",2024-12-29 23:16:59.460728+00
Mastercard,2024-12-29 23:17:06.636463+00
"Amazon Web Services, Inc.",2024-12-29 23:17:13.792392+00
Mastercard,2024-12-29 23:17:20.953529+00
"Amazon Web Services, Inc.",2024-12-29 23:17:28.120634+00
Mastercard,2024-12-29 23:17:36.173217+00
"Amazon Web Services, Inc.",2024-12-29 23:17:43.344989+00
Mastercard,2024-12-29 23:17:50.528218+00
"Amazon Web Services, Inc.",2024-12-29 23:17:57.698004+00
Mastercard,2024-12-29 23:18:04.850756+00
"Amazon Web Services, Inc.",2024-12-29 23:18:12.013959+00
Mastercard,2024-12-29 23:18:19.1814+00
"Amazon Web Services, Inc.",2024-12-29 23:18:26.332226+00
Mastercard,2024-12-29 23:18:35.993107+00
"Amazon Web Services, Inc.",2024-12-29 23:18:43.137413+00
Mastercard,2024-12-29 23:18:50.299402+00
"Amazon Web Services, Inc.",2024-12-29 23:18:57.441349+00
"DICK'S Sporting Goods",2024-12-29 23:20:34.587626+00
"DICK'S Sporting Goods",2024-12-29 23:20:41.75489+00
"DICK'S Sporting Goods",2024-12-29 23:20:48.917962+00
"DICK'S Sporting Goods",2024-12-29 23:20:56.898871+00
"DICK'S Sporting Goods",2024-12-29 23:21:04.045468+00
"DICK'S Sporting Goods",2024-12-29 23:21:11.219933+00
"DICK'S Sporting Goods",2024-12-29 23:21:18.407032+00
"DICK'S Sporting Goods",2024-12-29 23:21:25.585045+00
"DICK'S Sporting Goods",2024-12-29 23:21:32.775376+00
Berry Street,2024-12-29 23:23:46.281547+00
Rippling,2024-12-29 23:23:53.443687+00
Integral Ad Science,2024-12-29 23:24:00.627809+00
Rippling,2024-12-29 23:24:07.791067+00
UpClear,2024-12-29 23:24:14.969336+00
Rippling,2024-12-29 23:24:22.143571+00
Capital One,2024-12-29 23:24:29.307092+00
Charlie Health Strategy & Operations,2024-12-29 23:24:36.488384+00
Berry Street,2024-12-29 23:24:43.658443+00
Rippling,2024-12-29 23:24:50.838307+00
Integral Ad Science,2024-12-29 23:24:58.002325+00
Rippling,2024-12-29 23:25:05.166941+00
UpClear,2024-12-29 23:25:12.332021+00
Rippling,2024-12-29 23:25:19.519193+00
Capital One,2024-12-29 23:25:26.693507+00
Charlie Health Strategy & Operations,2024-12-29 23:25:33.859101+00
Infosys,2024-12-29 23:38:11.571655+00
Semper Valens Solutions,2024-12-29 23:38:18.752281+00
Dew Software,2024-12-29 23:38:25.9282+00
Amazon.com Services LLC,2024-12-29 23:38:33.078542+00
Semper Valens Solutions,2024-12-29 23:38:40.736691+00
Planview Incorporated,2024-12-29 23:38:47.912688+00
Semper Valens Solutions,2024-12-29 23:38:55.052838+00
Pismo,2024-12-29 23:39:02.208257+00
Apple,2024-12-29 23:39:09.368806+00
Infosys,2024-12-29 23:39:17.48436+00
Visight technologies,2024-12-29 23:39:24.630803+00
Apple,2024-12-29 23:39:31.792712+00
Google,2024-12-29 23:39:38.936596+00
"Sortera Technologies, Inc.",2024-12-29 23:39:46.069475+00
Texas Municipal Retirement System,2024-12-29 23:39:54.693813+00
U.S. Bank National Association,2024-12-29 23:54:04.84251+00
K2view,2024-12-29 23:54:11.992924+00
Peoplevisor LLC,2024-12-29 23:54:19.14255+00
Raytheon,2024-12-29 23:54:26.285246+00
Activate Games,2024-12-29 23:54:33.448179+00
American Airlines,2024-12-29 23:54:40.597941+00
EY,2024-12-29 23:54:47.735583+00
AI SPINS INC,2024-12-29 23:54:54.876561+00
ECOM Specialist LLC,2024-12-29 23:55:02.037658+00
Virtusa,2024-12-29 23:55:09.172146+00
ClaimCare Solutions,2024-12-29 23:55:16.330447+00
Cognizant,2024-12-29 23:55:23.470268+00
IRMI - International Risk Management Institute,2024-12-29 23:55:30.619828+00
Wellfit Technologies Inc.,2024-12-29 23:55:37.758847+00
Cognizant,2024-12-29 23:55:44.910293+00
Cognizant,2024-12-29 23:55:54.307913+00
Cognizant,2024-12-29 23:56:01.469483+00
Bright Vision Technologies,2024-12-29 23:56:08.628506+00
HiOperator,2024-12-29 23:56:15.769624+00
Calpion/Plutus Health,2024-12-29 23:56:22.903008+00
Flexjet,2024-12-29 23:56:30.056468+00
Infosys,2024-12-29 23:56:37.192083+00
Stanley David and Associates,2024-12-29 23:56:44.360983+00
Liberty Mutual,2024-12-29 23:56:51.509951+00
Core-Mark,2024-12-29 23:56:58.661609+00
Catalyte,2024-12-29 23:57:05.835242+00
AppFolio,2024-12-29 23:57:12.952036+00
NTT DATA,2024-12-29 23:57:20.104785+00
Raytheon,2024-12-29 23:57:27.236453+00
NTT DATA,2024-12-29 23:57:34.389749+00
NTT DATA,2024-12-29 23:57:41.540402+00
Photon,2024-12-29 23:57:48.702253+00
Photon,2024-12-29 23:57:55.841278+00
Cenergistic LLC,2024-12-29 23:58:02.985249+00
Ideal Business Advisors,2024-12-29 23:58:10.11611+00
Photon,2024-12-29 23:58:17.265208+00
Cognizant,2024-12-29 23:58:24.420141+00
Lockheed Martin,2024-12-29 23:58:31.566254+00
Topaz Labs,2024-12-29 23:58:38.703326+00
Parkland Health and Hospital System,2024-12-29 23:58:45.847547+00
JPMorganChase,2024-12-29 23:58:52.994541+00
Caliber Holdings LLC,2024-12-29 23:59:00.179032+00
Lanvera,2024-12-29 23:59:07.858201+00
Bright Vision Technologies,2024-12-29 23:59:15.02547+00
Cognizant,2024-12-29 23:59:22.171227+00
WTW,2024-12-30 00:08:43.299398+00
True North Llc,2024-12-30 00:08:50.470413+00
"DICK'S Sporting Goods",2024-12-30 00:08:57.627637+00
DataStrike,2024-12-30 00:09:07.900106+00
PNC Financial Services Group,2024-12-30 00:09:15.091537+00
Elevance Health,2024-12-30 00:09:22.219251+00
Hendrickson,2024-12-30 00:09:32.24325+00
United States Steel Corporation,2024-12-30 00:09:39.407673+00
The University of Pittsburgh,2024-12-30 00:09:46.528218+00
The Bank of New York Mellon Corporation,2024-12-30 00:09:53.674637+00
Aurora Innovation,2024-12-30 00:10:00.813767+00
Accenture,2024-12-30 00:10:07.982973+00
PNC Financial Services Group,2024-12-30 00:10:15.137874+00
BNY Mellon,2024-12-30 00:10:23.108603+00
DYNAMICS,2024-12-30 00:10:30.253965+00
WTW,2024-12-30 00:10:37.379315+00
True North Llc,2024-12-30 00:10:44.525097+00
"DICK'S Sporting Goods",2024-12-30 00:10:51.669536+00
DataStrike,2024-12-30 00:10:58.818564+00
PNC Financial Services Group,2024-12-30 00:11:06.0364+00
Elevance Health,2024-12-30 00:11:13.494482+00
Hendrickson,2024-12-30 00:11:20.658155+00
United States Steel Corporation,2024-12-30 00:11:27.803885+00
The University of Pittsburgh,2024-12-30 00:11:34.966591+00
The Bank of New York Mellon Corporation,2024-12-30 00:11:42.098092+00
Aurora Innovation,2024-12-30 00:11:49.259762+00
Accenture,2024-12-30 00:11:56.395572+00
PNC Financial Services Group,2024-12-30 00:12:03.570663+00
BNY Mellon,2024-12-30 00:12:10.705557+00
DYNAMICS,2024-12-30 00:12:17.848304+00
WTW,2024-12-30 00:12:25.225912+00
True North Llc,2024-12-30 00:12:32.380097+00
"DICK'S Sporting Goods",2024-12-30 00:12:39.510392+00
DataStrike,2024-12-30 00:12:46.659056+00
PNC Financial Services Group,2024-12-30 00:12:54.202061+00
Elevance Health,2024-12-30 00:13:01.335829+00
Hendrickson,2024-12-30 00:13:08.493938+00
United States Steel Corporation,2024-12-30 00:13:18.65389+00
The University of Pittsburgh,2024-12-30 00:13:25.785448+00
The Bank of New York Mellon Corporation,2024-12-30 00:13:32.935358+00
Aurora Innovation,2024-12-30 00:13:43.564095+00
Accenture,2024-12-30 00:13:50.710594+00
PNC Financial Services Group,2024-12-30 00:13:57.983313+00
BNY Mellon,2024-12-30 00:14:05.134587+00
DYNAMICS,2024-12-30 00:14:12.281242+00
WTW,2024-12-30 00:14:19.436917+00
True North Llc,2024-12-30 00:14:26.593883+00
"DICK'S Sporting Goods",2024-12-30 00:14:36.146959+00
DataStrike,2024-12-30 00:14:43.277451+00
PNC Financial Services Group,2024-12-30 00:14:50.452213+00
Elevance Health,2024-12-30 00:14:57.605652+00
Hendrickson,2024-12-30 00:15:04.776743+00
United States Steel Corporation,2024-12-30 00:15:11.951642+00
The University of Pittsburgh,2024-12-30 00:15:19.090734+00
The Bank of New York Mellon Corporation,2024-12-30 00:15:27.082299+00
Aurora Innovation,2024-12-30 00:15:34.233717+00
Accenture,2024-12-30 00:15:41.369257+00
PNC Financial Services Group,2024-12-30 00:15:48.51793+00
BNY Mellon,2024-12-30 00:15:55.659027+00
DYNAMICS,2024-12-30 00:16:02.815181+00
WTW,2024-12-30 00:16:09.962717+00
True North Llc,2024-12-30 00:16:19.826855+00
"DICK'S Sporting Goods",2024-12-30 00:16:26.981985+00
DataStrike,2024-12-30 00:16:34.120741+00
PNC Financial Services Group,2024-12-30 00:16:41.279663+00
Elevance Health,2024-12-30 00:16:48.617195+00
Hendrickson,2024-12-30 00:16:55.785449+00
United States Steel Corporation,2024-12-30 00:17:02.917299+00
The University of Pittsburgh,2024-12-30 00:17:11.617645+00
The Bank of New York Mellon Corporation,2024-12-30 00:17:18.763109+00
Aurora Innovation,2024-12-30 00:17:25.900449+00
Accenture,2024-12-30 00:17:33.045357+00
PNC Financial Services Group,2024-12-30 00:17:40.197688+00
BNY Mellon,2024-12-30 00:17:47.355422+00
DYNAMICS,2024-12-30 00:17:54.506583+00
Metropolitan Transportation Authority,2024-12-30 00:19:43.665126+00
Metropolitan Transportation Authority,2024-12-30 00:19:50.832542+00
PSEG,2024-12-30 00:19:57.999313+00
Vail Resorts Corporate,2024-12-30 00:20:05.154488+00
M&T Bank,2024-12-30 00:20:15.850727+00
Mindsgroup Infotech LLC,2024-12-30 00:20:23.025507+00
"Financial Services, Department of",2024-12-30 00:20:30.205552+00
Learnbeyond Consulting LLC,2024-12-30 00:20:37.348237+00
Software People,2024-12-30 00:20:44.494231+00
Family Services of Westchester,2024-12-30 00:20:51.662012+00
Northwell Health,2024-12-30 00:20:58.824311+00
Lockheed Martin,2024-12-30 00:21:06.017404+00
WSP,2024-12-30 00:21:13.165091+00
NYU Langone Health,2024-12-30 00:21:20.310376+00
Affinity Solutions,2024-12-30 00:21:27.476834+00
"Mental Health, Office of",2024-12-30 00:21:34.626329+00
New York Power Authority,2024-12-30 00:21:41.762668+00
City of Syracuse,2024-12-30 00:21:48.925822+00
M&T Bank,2024-12-30 00:21:56.085869+00
Stony Brook University,2024-12-30 00:22:03.243104+00
"MoCaFi (Mobility Capital Finance, Inc)",2024-12-30 00:22:10.414225+00
Intone Networks,2024-12-30 00:22:17.556427+00
Northwell Health,2024-12-30 00:22:24.702797+00
The Center for Family Support,2024-12-30 00:22:31.841528+00
CloudSoftSync,2024-12-30 00:22:42.110091+00
ITTR,2024-12-30 00:22:49.266292+00
United Nations Federal Credit Union,2024-12-30 00:22:56.418976+00
"Health, Department of",2024-12-30 00:23:03.546918+00
Veeva Systems,2024-12-30 00:23:10.712196+00
New York City Department of Education,2024-12-30 00:23:17.858235+00
New York City Department of Education,2024-12-30 00:23:25.005974+00
Citi,2024-12-30 00:23:32.157161+00
Acture Solutions,2024-12-30 00:23:39.317318+00
Community Healthcare Network Inc,2024-12-30 00:23:46.466677+00
The City University of New York (CUNY),2024-12-30 00:23:53.627227+00
Visions Federal Credit Union,2024-12-30 00:24:00.753491+00
Mount Sinai,2024-12-30 00:24:07.923033+00
The Raymond Corporation,2024-12-30 00:24:15.072658+00
ENT And Allergy Associates,2024-12-30 00:24:22.225722+00
"Contact Government Services, LLC",2024-12-30 00:24:29.37935+00
Prizeout,2024-12-30 00:24:36.531775+00
"Progyny, Inc",2024-12-30 00:24:43.710282+00
M&T Bank,2024-12-30 00:24:50.882865+00
Manhattan University,2024-12-30 00:24:58.054115+00
Inizio Evoke,2024-12-30 00:25:05.216638+00
Mount Sinai,2024-12-30 00:25:12.360446+00
JetBlue Airways Corporation,2024-12-30 00:25:19.505797+00
IPG Health,2024-12-30 00:25:26.639924+00
Merlin Entertainments - Corporate,2024-12-30 00:25:34.405363+00
NewYork-Presbyterian Hospital,2024-12-30 00:25:41.590394+00
Valiant IQ,2024-12-30 00:25:48.751278+00
Cornell University,2024-12-30 00:25:55.920995+00
Cenzen Media,2024-12-30 00:26:03.071661+00
ValiantIQ,2024-12-30 00:26:10.241159+00
CVS Health,2024-12-30 00:26:17.406676+00
Citi,2024-12-30 00:26:24.576015+00
American Food & Vending,2024-12-30 00:26:31.733166+00
Blue State,2024-12-30 00:26:40.130943+00
Gap Inc.,2024-12-30 00:26:47.29123+00
Addepar,2024-12-30 00:26:54.464413+00
Blue State,2024-12-30 00:27:01.620649+00
Addepar,2024-12-30 00:27:08.787044+00
Citi,2024-12-30 00:27:15.959307+00
Rich Products Corporation,2024-12-30 00:27:23.100398+00
Nexamp,2024-12-30 00:27:30.2597+00
Syracuse University,2024-12-30 00:27:37.686558+00
Guardians Infotech LLC,2024-12-30 00:27:44.809363+00
Forman Technology Group,2024-12-30 00:27:51.952839+00
Fox Corporation,2024-12-30 00:27:59.091825+00
Stifel,2024-12-30 00:28:06.23174+00
U.S. Bank National Association,2024-12-30 00:28:13.380398+00
VNS Health,2024-12-30 00:28:20.521914+00
Pathfinder Bank,2024-12-30 00:28:27.672215+00
Veeva Systems,2024-12-30 00:28:36.113547+00
Visions Federal Credit Union,2024-12-30 00:28:43.251625+00
"Frontier Airlines, Inc",2024-12-30 00:35:26.448274+00
NTT DATA,2024-12-30 00:35:33.61777+00
City of Thornton,2024-12-30 00:35:40.776053+00
Denver Health,2024-12-30 00:35:47.963945+00
Excelacom,2024-12-30 00:35:55.131418+00
Everlight Solar,2024-12-30 00:36:02.289953+00
Vertafore,2024-12-30 00:36:09.436154+00
"Frontier Airlines, Inc",2024-12-30 00:36:16.596325+00
"Frontier Airlines, Inc",2024-12-30 00:36:23.750623+00
Leidos,2024-12-30 00:36:30.907819+00
Infinite Computing Systems,2024-12-30 00:36:38.072755+00
SymphonyAI,2024-12-30 00:36:45.214966+00
Crocs,2024-12-30 00:36:52.378272+00
Spinnaker SCA,2024-12-30 00:36:59.53308+00
Jonas Software,2024-12-30 00:37:06.688025+00
Jonas Software,2024-12-30 00:37:13.825682+00
DAVITA,2024-12-30 00:37:20.967997+00
Spinnaker SCA,2024-12-30 00:37:28.100999+00
Front Range Community College,2024-12-30 00:37:35.25224+00
Klaviyo,2024-12-30 00:37:42.401966+00
Altra Running,2024-12-30 00:37:49.557805+00
Community College of Denver (CO),2024-12-30 00:37:56.701285+00
"VIZIO, Inc.",2024-12-30 00:38:04.388539+00
TRU Community Care,2024-12-30 00:38:11.549396+00
CommonSpirit Health,2024-12-30 00:38:18.69187+00
Henderson Engineers,2024-12-30 00:38:27.40541+00
Spectralink,2024-12-30 00:38:34.560723+00
JBS USA,2024-12-30 00:38:41.707438+00
"Pilgrim's",2024-12-30 00:38:50.432856+00
Motili,2024-12-30 00:38:57.604514+00
Persistent Systems,2024-12-30 00:49:32.887998+00
Persistent Systems,2024-12-30 00:49:40.028953+00
i2vision,2024-12-30 00:49:47.17477+00
The Bank of New York Mellon Corporation,2024-12-30 00:49:54.32426+00
Onward Robotics,2024-12-30 00:50:01.478087+00
PNC Financial Services Group,2024-12-30 00:50:08.633402+00
Persistent Systems,2024-12-30 00:50:15.792093+00
Persistent Systems,2024-12-30 00:50:25.273047+00
Persistent Systems,2024-12-30 00:50:32.457135+00
Carnegie Mellon University,2024-12-30 00:50:39.605608+00
Triple,2024-12-30 00:50:46.78274+00
Persistent Systems,2024-12-30 00:50:53.95934+00
Govini,2024-12-30 00:51:01.114377+00
Deloitte,2024-12-30 00:51:08.257353+00
"TRA'BIAN ENTERPRISES",2024-12-30 00:51:17.160192+00
Apex Agency,2024-12-30 13:14:33.121046+00
"Ranch House Designs, Inc.",2024-12-30 13:14:40.264697+00
Kofile Technologies,2024-12-30 13:14:47.394488+00
Teamware Solutions (quantum leap consulting).,2024-12-30 13:14:54.533848+00
YSI,2024-12-30 13:15:01.667546+00
Tempus,2024-12-30 13:15:08.806881+00
"Bickham Services Unlimited, LLC",2024-12-30 13:15:18.950401+00
"Futrend Technology, Inc.",2024-12-30 13:15:26.099492+00
Corelleaf Design Studio,2024-12-30 13:15:33.247978+00
HIROTEC AMERICA,2024-12-30 13:15:43.527251+00
personainc.ai,2024-12-30 13:15:50.693499+00
Core Group Company,2024-12-30 13:15:57.817169+00
Infoorigin inc,2024-12-30 13:16:07.648815+00
EcoRise,2024-12-30 13:16:14.776439+00
Info Origin Inc,2024-12-30 13:16:21.907647+00
PSEG,2024-12-30 13:28:41.251773+00
Sumitomo Mitsui Banking Corporation,2024-12-30 13:28:48.378824+00
Na Oiwi Kane,2024-12-30 13:28:55.501956+00
Republic National Distributing Company,2024-12-30 13:29:02.618279+00
Nissan,2024-12-30 13:29:09.760916+00
Staff Attorney 15/16 - Financial Crimes Division,2024-12-30 13:29:16.872302+00
"NextIS Solutions, Inc",2024-12-30 13:29:24.011961+00
Vail Resorts Corporate,2024-12-30 13:29:31.127043+00
State Administrative Manager 15- State Budget...,2024-12-30 13:29:38.262019+00
FOA METRO Internship,2024-12-30 13:29:45.403567+00
Civil Rights Claims Examiner- Departmental...,2024-12-30 13:29:52.551416+00
Departmental Analyst 12 - Waiver Data Analyst -...,2024-12-30 13:29:59.692633+00
Capio Group,2024-12-30 13:30:06.82912+00
Curacao,2024-12-30 13:30:13.944998+00
InnovIT USA,2024-12-30 13:30:21.07955+00
Children’s Hospital of Philadelphia,2024-12-30 13:30:28.228804+00
InnovIT USA,2024-12-30 13:30:35.385316+00
Benjamin F Edwards & Co,2024-12-30 13:30:42.507556+00
"PrudentRx, LLC",2024-12-30 13:30:49.618519+00
Capio Group,2024-12-30 13:30:56.754076+00
HCA Healthcare,2024-12-30 13:31:03.874638+00
ZOAK Consulting,2024-12-30 13:31:11.004765+00
The State of Kansas,2024-12-30 13:31:18.142348+00
Promotion In Motion Inc,2024-12-30 13:31:25.294642+00
American Institutes for Research,2024-12-30 13:31:32.423887+00
Amivero,2024-12-30 13:31:39.541774+00
City of Minneapolis,2024-12-30 13:31:46.658807+00
First United Bank,2024-12-30 13:31:53.805784+00
NTT DATA,2024-12-30 13:32:00.933175+00
Project Management Institute,2024-12-30 13:32:11.873838+00
"Futrend Technology, Inc.",2024-12-30 13:46:58.644358+00
Apex Agency,2024-12-30 13:47:10.789305+00
RitePros,2024-12-30 13:47:20.921273+00
Cardlytics,2024-12-30 13:47:34.062028+00
Allstate,2024-12-30 13:47:45.213661+00
Elekta,2024-12-30 13:47:55.363298+00
HIROTEC AMERICA,2024-12-30 13:48:06.503498+00
Paramount,2024-12-30 13:48:15.63145+00
"Ranch House Designs, Inc.",2024-12-30 13:48:29.800506+00
Cardlytics,2024-12-30 13:48:41.933314+00
Tempus,2024-12-30 13:48:54.060752+00
Cardlytics,2024-12-30 13:49:05.214637+00
ServiceNow,2024-12-30 13:49:13.362433+00
National Geospatial-Intelligence Agency,2024-12-30 13:49:24.508991+00
Core Group Company,2024-12-30 13:49:34.962974+00
MY HOMEDEPOT INC,2024-12-30 13:49:46.099407+00
ServiceNow,2024-12-30 13:49:54.824049+00
YSI,2024-12-30 13:50:06.951458+00
RitePros,2024-12-30 13:50:17.095657+00
Freenome,2024-12-30 13:50:27.227355+00
ABCloudZ,2024-12-30 13:50:36.372878+00
Aspen One,2024-12-30 13:50:45.508708+00
Elekta,2024-12-30 13:50:53.635067+00
Cardlytics,2024-12-30 13:51:04.775414+00
Amazon.com Services LLC,2024-12-30 13:51:17.903893+00
Nyla Technology Solutions,2024-12-30 13:51:30.675812+00
Tempus,2024-12-30 13:51:40.82122+00
EMERGICON LLC,2024-12-30 13:51:51.967729+00
Cardlytics,2024-12-30 13:52:01.119337+00
NeoSystems LLC,2024-12-30 13:52:12.262581+00
RitePros,2024-12-30 13:52:24.3781+00
Nyla Technology Solutions,2024-12-30 13:52:36.521172+00
"Bickham Services Unlimited, LLC",2024-12-30 13:52:45.66492+00
Rocket Software,2024-12-30 13:52:54.809468+00
The Chamberlain Group LLC,2024-12-30 13:53:05.623399+00
Amazon.com Services LLC,2024-12-30 13:53:17.755776+00
Sumitomo Mitsui Banking Corporation,2024-12-30 13:53:28.915423+00
The Cigna Group,2024-12-30 13:53:39.056322+00
US National Geospatial-Intelligence Agency,2024-12-30 13:53:48.196318+00
"DriveTime Automotive Group, Inc.",2024-12-30 13:54:00.352243+00
Plexus Worldwide,2024-12-30 13:54:13.486927+00
Allstate,2024-12-30 13:54:21.621774+00
Barnes & Noble,2024-12-30 13:54:33.752575+00
Paramount,2024-12-30 13:54:45.900867+00
personainc.ai,2024-12-30 13:54:56.03217+00
BETA Technologies,2024-12-30 13:55:06.165065+00
Moda Health,2024-12-30 13:55:17.301003+00
